DLGFile,TotalLines,SpeakerCount,TopSpeakers,StrRefMin,StrRefMax,HasLegacyLines
AMMERC02.DLG,8,1,Ammerc02 (8),66566,66600,No
AMNISE.DLG,8,1,Amnise (8),7280,8911,No
AMTGEN01.DLG,8,1,Amtgen01 (8),71773,71780,No
AMWAR01.DLG,8,1,Amwar01 (8),67315,67322,No
BARSAIL1.DLG,8,1,Barsail1 (8),28453,28475,No
BAZPAT02.DLG,8,1,Bazpat02 (8),72400,72443,No
BENTHA.DLG,8,1,Bentha (8),11865,18765,No
BFISHER1.DLG,8,1,Bfisher1 (8),26245,48695,No
BFISHW1.DLG,8,1,Bfishw1 (8),26257,48705,No
BHALF1.DLG,8,1,Bhalf1 (8),26264,26275,No
BHELM.DLG,8,1,Bhelm (8),29124,48720,No
BMTOWN1.DLG,8,1,Bmtown1 (8),25722,48723,No
BMTOWN3.DLG,8,1,Bmtown3 (8),25742,48733,No
BMTOWN4.DLG,8,1,Bmtown4 (8),25753,48736,No
BNOBLE2.DLG,8,1,Bnoble2 (8),26281,26302,No
BPROST1.DLG,8,1,Bprost1 (8),25825,48743,No
BPROST2.DLG,8,1,Bprost2 (8),25834,48749,No
BRANWP.DLG,8,2,Branwp (7); Beggar3 (1),15425,16631,No
BURCH2.DLG,8,1,Burch2 (8),25814,48764,No
BWENCH.DLG,8,1,Bwench (8),28405,48772,No
CHASE.DLG,8,1,Chase (8),17478,18096,No
CLDAD.DLG,8,1,Cldad (8),27769,27783,No
COHRVALE.DLG,8,1,Cohrvale (8),29836,29855,No
COPCUST1.DLG,8,2,Copcust1 (4); Andris (4),23685,23697,No
COPCUST2.DLG,8,1,Copcust2 (8),23686,23704,No
CORANP.DLG,8,1,Coranp (8),15432,16796,No
CULTIST1.DLG,8,1,Cultist1 (8),23193,23200,No
CULTIST2.DLG,8,1,Cultist2 (8),23201,23228,No
DOCSOL01.DLG,8,1,Docsol01 (8),58454,58461,No
DOOMSAY.DLG,8,4,Doomsay (4); Banomen (2); Bkeldor (1); Bcernd (1),10983,11885,No
DRUFF1.DLG,8,1,Druff1 (8),22305,49230,No
FAHRIN.DLG,8,1,Fahrin (8),14914,14921,No
FALDOP.DLG,8,3,Faldop (6); Anno1 (1); Escort2 (1),15430,16691,No
FFCUST04.DLG,8,1,Ffcust04 (8),25607,48824,No
FTOWBEZ.DLG,8,1,Ftowbez (8),17751,17851,No
FTOWN3.DLG,8,2,Ftown3 (7); Bfaldo (1),14427,19632,No
FTOWN7.DLG,8,1,Ftown7 (8),15319,15351,No
FUAGNON.DLG,8,1,Fuagnon (8),46194,46206,No
FULLER2.DLG,8,2,Fuller2 (4); Delon (4),16835,16852,No
GFTOWN01.DLG,8,1,Gftown01 (8),30025,50296,No
GFTOWN02.DLG,8,1,Gftown02 (8),29521,50303,No
GHAST3.DLG,8,4,Bmazzy (3); Ghast3 (3); Cechalle (1); Bjaheir (1),8693,8701,No
GHELDE.DLG,8,1,Genie1 (8),15499,15506,No
GMTOWN01.DLG,8,1,Gmtown01 (8),29508,50330,No
GMTOWN02.DLG,8,1,Gmtown02 (8),30037,50335,No
GNARL.DLG,8,4,Gnarl (5); Bjan (1); Edwinw (1); Bminsc (1),683,6987,No
GNOBLEF1.DLG,8,1,Gnoblef1 (8),29537,50352,No
GNOBLEF2.DLG,8,1,Gnoblef2 (8),30066,50357,No
GNOBLEM1.DLG,8,1,Gnoblem1 (8),29529,50367,No
GROMNIR.DLG,8,1,Gromnir (8),65066,65079,No
HAJANOS.DLG,8,1,Hajanos (8),30746,30753,No
IRON5.DLG,8,3,Iron5 (6); Edwin (1); Byoshim (1),3899,9216,No
ISLANNE.DLG,8,1,Doug (8),24079,24088,No
JAMERONA.DLG,8,2,Jamerona (6); Dynahp (2),16090,16116,No
JAMERONI.DLG,8,2,Jamerona (6); Dynahp (2),16090,16116,No
JAYES.DLG,8,2,Jayes (6); Ignati (2),17065,44788,No
KAELLA.DLG,8,2,Kaella (5); Bviconi (3),9757,9764,Yes
KAGAIP.DLG,8,2,Kagaip (7); Cscowl1 (1),15798,16786,No
KAYPAL01.DLG,8,1,Kaypal01 (8),31774,59886,No
KIVANP.DLG,8,2,Kivanp (7); Escort1 (1),15812,16634,No
KPFARM03.DLG,8,1,Kpfarm03 (8),40582,40636,No
KPRUNN01.DLG,8,1,Kprunn01 (8),40420,40644,No
LLINDE.DLG,8,1,Llinde (8),14999,15009,No
MGKHOL01.DLG,8,1,Mgkhol01 (8),42249,42258,No
MINEC3.DLG,8,2,Minec3 (7); Edwin (1),4372,9158,No
MINEC4.DLG,8,3,Minec4 (6); Edwin (1); Bkeldor (1),4391,9157,No
MOURNER6.DLG,8,1,Mourner6 (8),26597,27100,No
MOURNER7.DLG,8,1,Mourner7 (8),26672,26749,No
NADARI.DLG,8,2,Nadari (7); Lavok (1),15228,18715,No
NOBLEM1.DLG,8,2,Mirian (4); Noblem1 (4),14971,14989,No
NOBLEM3.DLG,8,1,Noblem3 (8),15050,15063,No
NOBLEW2.DLG,8,1,Noblew2 (8),15037,15048,No
NORTUA.DLG,8,1,Llarsh (8),18924,18931,No
OGRMA2.DLG,8,2,Ogrma2 (7); Anomen (1),3803,6327,No
OHHGM02.DLG,8,1,Ohhgm02 (8),82151,82388,No
OHHSPI01.DLG,8,1,Ohhspi01 (8),84260,84452,No
OHNSCOLL.DLG,8,1,Ohnscoll (8),89794,89819,Yes
OHRBRAIT.DLG,8,1,Ohrbrait (8),84870,84888,No
OHRJADEN.DLG,8,1,Ohrjaden (8),81664,81741,Yes
OHRTADDA.DLG,8,1,Ohrtadda (8),82809,82818,No
PHLYDI2.DLG,8,1,Delon (8),16842,16851,No
PICK1.DLG,8,1,Pick1 (8),22325,22336,No
PICK2.DLG,8,1,Pick2 (8),22339,22355,No
PIRMUR05.DLG,8,1,Pirmur05 (8),54606,54617,No
POGHM7.DLG,8,1,Poghm7 (8),3419,9107,No
POSTUL1.DLG,8,1,Postul1 (8),27610,27627,No
PPARAN2.DLG,8,1,Pparan2 (8),43872,43919,No
PPWANEV2.DLG,8,1,Ppwanev2 (8),45112,45186,No
PPWANEV.DLG,8,1,Ppwanev (8),44199,53817,No
PROPHET4.DLG,8,3,Prophet4 (6); Dopdur1 (1); Dopdur2 (1),20801,20812,No
PROST1.DLG,8,2,Mtown3 (4); Prost1 (4),14160,14167,No
RASAA25P.DLG,8,3,Rasaa25P (4); Rasaa25A (3); Rasaa25J (1),83231,85000,Yes
RECKON.DLG,8,1,Reckon (8),61395,61403,No
SARCUL01.DLG,8,1,Sarcul01 (8),71218,71231,No
SARJAI01.DLG,8,1,Sarjai01 (8),64980,64990,No
SARTRO03.DLG,8,1,Sartro03 (8),71364,71371,No
SENPRI.DLG,8,1,Senpri (8),67460,72115,No
SHANDAL.DLG,8,2,Maevar (7); Rylock (1),22755,22763,No
SLUMM1.DLG,8,1,Slumm1 (8),13755,37238,No
SLUMM4.DLG,8,4,Slumm4 (5); Fatmba (1); Prost1 (1); Jim (1),13918,14495,No
SORREL.DLG,8,3,Jaheira (3); Bviconi (3); Dshop02 (2),9695,9702,Yes
SUELF6.DLG,8,1,Suelf6 (8),54504,54514,No
SUELF7.DLG,8,1,Suelf7 (8),54516,54533,No
SUELF8.DLG,8,1,Suelf8 (8),54517,54534,No
TASSA.DLG,8,1,Tassa (8),36517,36532,No
TAT.DLG,8,2,Banmer (7); Tat (1),1940,22190,No
TBJAHEIJ.DLG,8,1,Tbjaheij (8),39341,39498,No
THIEF3.DLG,8,2,Dushai (4); Thief3 (4),21405,21419,No
TIAXP.DLG,8,3,Shop02 (6); Tiaxp (1); Escort3 (1),15899,16654,No
TRCAR04.DLG,8,1,Trcar04 (8),47365,47372,No
TRGENI02.DLG,8,1,Trgeni02 (8),43520,61157,No
TRNOBF02.DLG,8,1,Trnobf02 (8),44477,44484,No
TRNOBM02.DLG,8,1,Trnobm02 (8),44468,44475,No
TRWEN01.DLG,8,1,Trwen01 (8),44365,44372,No
TTJAHEIJ.DLG,8,1,Tbjaheij (8),39341,39498,No
UDDROW24.DLG,8,1,Uddrow24 (8),52879,52931,No
UDDROW26.DLG,8,1,Uddrow26 (8),52832,55230,No
VESPER.DLG,8,2,Vesper (7); Iron13 (1),9221,36942,No
VICONP.DLG,8,2,Shop02 (7); Escort1 (1),15863,16644,No
WILLIA.DLG,8,1,Willia (8),9799,37979,No
WORKER01.DLG,8,1,Worker01 (8),30135,30149,No
XANP.DLG,8,4,Xanp (3); Shop02 (2); Shop03 (2); Escort2 (1),15906,16678,No
XZARJ.DLG,8,3,Escort2 (6); Madam (1); Escort3 (1),16703,16711,No
YESLIP.DLG,8,6,Noble1 (2); Genie2 (2); Noble2 (1); Beggar3 (1); Minsc (1),15427,16694,No
ZEKE.DLG,8,3,Zeke (6); Keldorp (1); Bvalyga (1),10692,20680,No
AEWIMER1.DLG,7,1,Aewimer1 (7),41008,41014,No
AJANTP.DLG,7,1,Ajantp (7),15419,15580,No
AMASANA.DLG,7,1,Amasana (7),66806,73787,No
AMCST01.DLG,7,1,Amcst01 (7),67125,67131,No
AMCST04.DLG,7,1,Amcst04 (7),67143,73786,No
ANGELI.DLG,7,1,Angeli (7),20454,20465,No
ARGRIM.DLG,7,1,Argrim (7),29702,29709,No
ARNBOY01.DLG,7,1,Arnboy01 (7),38964,39116,No
BAZPAT03.DLG,7,1,Bazpat03 (7),72401,72441,No
BERTRAND.DLG,7,1,Bertrand (7),26150,26158,No
BFTOWN2.DLG,7,1,Bftown2 (7),25786,48711,No
BFTOWN3.DLG,7,1,Bftown3 (7),25794,48715,No
BILL.DLG,7,1,Bill (7),20583,20589,No
BNOBLE1.DLG,7,1,Bnoble1 (7),26280,26300,No
BRAT3.DLG,7,1,Brat3 (7),14269,14330,No
BUB.DLG,7,1,Bub (7),18097,18104,No
BURCH1.DLG,7,1,Burch1 (7),25802,48761,No
CHELAN.DLG,7,1,Chelan (7),18052,18058,No
COPCUST3.DLG,7,2,Copcust3 (5); Andris (2),23705,23721,No
COWENF2.DLG,7,1,Cowenf2 (7),26566,61423,No
CROWEN01.DLG,7,1,Crowen01 (7),45354,45360,No
CSIREN.DLG,7,1,Csiren (7),16791,59774,No
DELAINY.DLG,7,1,Delainy (7),21699,21705,No
DELRYNG1.DLG,7,1,Delryng1 (7),7646,61435,No
DESTUS.DLG,7,2,Aerie (4); Destus (3),20324,20330,No
DRADEE2.DLG,7,2,Dradee2 (4); Berinvar (3),22977,22983,No
DRELIK.DLG,7,1,Drelik (7),18796,18808,No
DRUID2.DLG,7,5,Druid2 (3); Anomen (1); Cerndj (1); Cefaldor (1); Bviconi (1),341,10099,Yes
DSAILOR2.DLG,7,1,Dsailor2 (7),22504,22511,No
DURLYLE.DLG,7,1,Durlyle (7),21690,21696,No
ELEARB11.DLG,7,1,Elearb11 (7),47929,47935,No
FERGUS.DLG,7,3,Drunk1 (5); Fergus (1); Drunk2 (1),15265,15284,No
FFCUST06.DLG,7,1,Ffcust06 (7),25668,48835,No
FFWENCH.DLG,7,1,Ffwench (7),25640,40931,No
FIRMAG01.DLG,7,1,Firmag01 (7),49302,49312,No
FIRORC02.DLG,7,1,Firorc02 (7),33542,37432,No
FORESH.DLG,7,2,Foresh (6); Bviconi (1),9981,18077,Yes
FTOWN1.DLG,7,1,Ftown1 (7),14387,14540,No
GARKLA.DLG,7,2,Garkla (5); Beggar3 (2),19949,19958,No
GAXIR.DLG,7,1,Gaxir (7),15520,15526,No
GIRLBE.DLG,7,2,Banomen (6); Ceglut (1),8192,9027,No
GORGAR1.DLG,7,1,Gorgar1 (7),62358,62727,No
HEARTG4.DLG,7,1,Heartg4 (7),25371,36787,No
HEARTG5.DLG,7,1,Heartg5 (7),28038,36783,No
HOMELESS.DLG,7,1,Homeless (7),24843,24849,No
HOUSEN.DLG,7,3,Housen (5); Bcernd (1); Bjan (1),7404,9256,No
HOUSG6.DLG,7,3,Housg6 (4); Anomen (2); Drowwa (1),8386,9257,No
ILYICH.DLG,7,3,Ilyich (3); Arkush (2); Ashen (2),18384,18450,No
IMOENP.DLG,7,4,Imoenp (3); Garkla (2); Desslo (1); Glart (1),17357,19965,No
IRON7.DLG,7,1,Iron7 (7),4262,9213,No
JASE.DLG,7,2,Jase (6); Jarevia (1),18066,18072,No
JENKAL.DLG,7,3,Jenkal (5); Jadermin (1); Igolem1 (1),18243,18250,No
KARLAT.DLG,7,1,Karlat (7),17905,17911,No
KORAX.DLG,7,1,Korax (7),4632,4665,No
LAOLA.DLG,7,4,Laola (3); Idjinni (2); Bkeldor (1); Banomen (1),10964,10982,No
MAZZY6.DLG,7,1,Mazzy6 (7),24272,24278,No
MESSED.DLG,7,3,Cedruid1 (4); Byoshim (2); Bminsc (1),9267,9273,No
MINEC5.DLG,7,4,Minec5 (3); Del (2); Edwin (1); Byoshim (1),4394,9156,No
MONKEN.DLG,7,3,Monken (4); Bcernd (2); Bkeldor (1),7410,16357,No
MONTAJ.DLG,7,4,Escort2 (4); Escort3 (1); Jagalvar (1); Hendak (1),16699,17207,No
MOOKFT01.DLG,7,1,Mookft01 (7),35064,35077,No
MOOKFT02.DLG,7,1,Mookft02 (7),35065,35071,No
MOURNER5.DLG,7,1,Mourner5 (7),26596,27095,No
MTOWN4.DLG,7,2,Mtown4 (6); Fatmba (1),13945,14487,No
NEERA25P.DLG,7,2,Neera25P (4); Neera25A (3),88553,89621,Yes
NOBLEW3.DLG,7,1,Noblew3 (7),15049,15061,No
OBSHAL01.DLG,7,1,Obshal01 (7),33111,33117,No
OGRMA3.DLG,7,3,Cor (5); Cernd (1); Ogrma3 (1),8014,8020,No
OHBMHSM.DLG,7,1,Ohbmhsm (7),92705,96010,No
OHHUMOL.DLG,7,1,Ohhumol (7),85554,85560,No
OHNMHSM.DLG,7,1,Ohbmhsm (7),92705,96010,No
OHRALDUN.DLG,7,1,Ohraldun (7),81663,81740,Yes
OHRSMERC.DLG,7,1,Ohrsmerc (7),94827,94833,No
PARDA.DLG,7,1,Bjaheir (7),20363,20601,No
PIRGRD01.DLG,7,1,Pirgrd01 (7),48276,61289,No
PIRPIR04.DLG,7,1,Pirpir04 (7),48086,48092,No
POGHM10.DLG,7,1,Bjaheir (7),20508,20516,No
POGHM2.DLG,7,4,Poghm2 (3); Minsc (2); Edwin (1); Banomen (1),90,15960,No
POGHM4.DLG,7,4,Baerie (4); Garren (1); Poghm4 (1); Banomen (1),3344,9109,No
PPDRIMOV.DLG,7,1,Ppdrimov (7),44732,44792,No
PPLDR01.DLG,7,1,Ppldr01 (7),58610,58616,No
PPSTOR01.DLG,7,1,Ppstor01 (7),47550,47556,No
PROST7.DLG,7,3,Prost7 (5); Keldor (1); Bmazzy (1),8307,9099,No
PWAUK2.DLG,7,1,Pwauk2 (7),27807,27813,No
QCIRC01.DLG,7,1,Qcirc01 (7),58876,58882,No
QUAYLP.DLG,7,1,Quaylp (7),15849,15855,No
QUONIN.DLG,7,1,Quonin (7),15528,15542,No
RINNIE.DLG,7,3,Rinnie (5); Mtown5 (1); Janj (1),15138,15144,No
RUMORP.DLG,7,1,Rumorp (7),33977,33985,No
SAHPR3.DLG,7,1,Sahpr3 (7),46346,46598,No
SBCUST02.DLG,7,1,Sbcust02 (7),23640,49616,No
SENTINEL.DLG,7,1,Sentinel (7),59391,59397,No
SEWERC.DLG,7,5,Keldor (3); Bkeldor (1); Bmazzy (1); Bviconi (1); Bjaheir (1),8526,9084,Yes
SHELLI.DLG,7,2,Shelli (6); Jarevia (1),18059,18065,No
SHVERT.DLG,7,3,Shvert (4); Imoen10 (2); Idjinni (1),19878,19915,No
SLAVE4.DLG,7,4,Slave4 (4); Aran (1); Garren (1); Bmazzy (1),4420,9078,No
SLHALF02.DLG,7,1,Slhalf02 (7),20005,20017,No
SLUMF2.DLG,7,2,Slumf2 (6); Bfaldo (1),14433,14556,No
SPOILED1.DLG,7,2,Spoiled1 (6); Erlin (1),14233,14468,No
SUELF4.DLG,7,1,Suelf4 (7),54462,54491,No
SVLAST.DLG,7,1,Bystand2 (7),14889,14896,No
TAXCOLL.DLG,7,1,Taxcoll (7),29601,29609,No
THIEFM.DLG,7,3,Bcernd (4); Mtown3 (2); Thiefm (1),14170,14195,No
TIAXD.DLG,7,1,Tiaxd (7),3360,3366,No
TORLO.DLG,7,1,Torlo (7),18045,18051,No
TRFTOW02.DLG,7,1,Trftow02 (7),44778,44785,No
TRGRD02.DLG,7,1,Trgrd02 (7),42790,49383,No
TRTAVP02.DLG,7,1,Trtavp02 (7),44373,44380,No
TRTAVP03.DLG,7,1,Trtavp03 (7),44391,44397,No
TRTAVP04.DLG,7,1,Trtavp04 (7),44398,44404,No
TRTAVP05.DLG,7,1,Trtavp05 (7),44405,44414,No
UDDROW09.DLG,7,1,Uddrow09 (7),52610,52690,No
UDSLV02.DLG,7,1,Udslv02 (7),52882,52888,No
UDSVL02.DLG,7,1,Udslv02 (7),52882,52888,No
UHBOY01.DLG,7,1,Uhboy01 (7),33189,38516,No
VVARKAN.DLG,7,1,Vvarkan (7),41390,41396,No
VVBODHI.DLG,7,1,Vvbodhi (7),42075,42082,No
WARNER.DLG,7,3,Bjaheir (5); Jaertof (1); Jaheira (1),20485,20551,No
WILLIB.DLG,7,3,Bviconi (4); Dshop02 (2); Cechalle (1),9637,9676,Yes
YAGA01.DLG,7,1,Yaga01 (7),66160,66168,No
AEMESS.DLG,6,1,Aemess (6),58945,58972,No
AEWERE2.DLG,6,1,Aewere2 (6),41016,41049,No
AEWERE3.DLG,6,1,Aewere3 (6),41017,41050,No
AEWERE4.DLG,6,1,Aewere4 (6),41018,41051,No
AMFEM01.DLG,6,1,Amfem01 (6),67178,73788,No
AMINTM01.DLG,6,1,Amintm01 (6),71653,71658,No
AMMAN01.DLG,6,1,Amman01 (6),67172,73790,No
AMMGRD01.DLG,6,1,Ammgrd01 (6),71667,72771,No
ARNTRA01.DLG,6,1,Arntra01 (6),39151,39163,No
BAMNG01.DLG,6,1,Bamng01 (6),28436,28442,No
BAMNG02.DLG,6,1,Bamng02 (6),28444,28451,No
BEELOO.DLG,6,1,Beeloo (6),1879,1885,No
BHEREN.DLG,6,1,Bheren (6),15132,15137,No
BLANE.DLG,6,3,Bjaheir (3); Blane (2); Bernard (1),1661,20604,Yes
BMUGG1.DLG,6,1,Bmugg1 (6),26203,26212,No
BSAILOR1.DLG,6,1,Bsailor1 (6),25694,25703,No
BSAILOR2.DLG,6,1,Bsailor2 (6),25705,25713,No
CAILAN.DLG,6,1,Bviconi (6),10528,10594,Yes
CARBOS.DLG,6,1,Carbos (6),26331,26361,No
CAUTER.DLG,6,1,Cauter (6),19261,19266,No
CEDRUID2.DLG,6,1,Cedruid2 (6),9254,9613,No
CHARMC.DLG,6,1,Charmc (6),2031,2036,No
CLKID.DLG,6,1,Clkid (6),27771,27787,No
D1MOTH.DLG,6,1,D1Moth (6),66202,66211,No
DCOWL1.DLG,6,1,Dcowl1 (6),22298,22304,No
DFTOWN1.DLG,6,1,Dftown1 (6),22360,22370,No
DFTOWN2.DLG,6,1,Dftown2 (6),22372,22378,No
DHALF1.DLG,6,1,Dhalf1 (6),22445,22451,No
DINK.DLG,6,1,Dink (6),18641,18647,No
DMTOWN1.DLG,6,1,Dmtown1 (6),22380,22386,No
DMTOWN2.DLG,6,1,Dmtown2 (6),22388,22394,No
DREAM3.DLG,6,1,Dream3 (6),54055,54074,No
DRUNK2.DLG,6,1,Drunk2 (6),15280,15315,No
DSAILOR1.DLG,6,1,Dsailor1 (6),22496,22502,No
ELEARB10.DLG,6,1,Elearb10 (6),47936,53414,No
ERLIN.DLG,6,2,Erlin (5); Brat1 (1),14221,14235,No
FAIZAH.DLG,6,2,Bviconi (5); Faizah (1),10533,10595,Yes
FENTEN.DLG,6,1,Fenten (6),15153,15162,No
FFCUST02.DLG,6,1,Ffcust02 (6),25585,48817,No
FTOWB3.DLG,6,3,Anomen (3); Ftowb3 (2); Cerndj (1),8375,8993,No
FTOWN4.DLG,6,1,Ftown4 (6),14391,14531,No
FULORD.DLG,6,1,Fulord (6),46185,46193,No
FUMIN.DLG,6,1,Fumin (6),46170,46177,No
GALILE.DLG,6,2,Galile (5); Bedwin (1),18274,18293,No
GARRIP.DLG,6,1,Garrip (6),15773,15796,No
GCHILD01.DLG,6,1,Gchild01 (6),30084,30093,No
GCHILD02.DLG,6,1,Gchild02 (6),30095,30105,No
GERDE.DLG,6,2,Gerde (3); Elfbount (3),15163,15168,No
GLAD2.DLG,6,2,Glad2 (5); Desslo (1),16965,17358,No
GORPRI1.DLG,6,1,Gorpri1 (6),62361,73494,No
GPHIL02.DLG,6,1,Gphil02 (6),29552,50424,No
GROMG01.DLG,6,1,Gromg01 (6),64000,64016,No
HALFEN.DLG,6,3,Halfen (3); Anomen (2); Bcernd (1),7414,7419,No
HEAD1.DLG,6,1,Head1 (6),63868,73846,No
HOUSG2.DLG,6,3,Housg2 (4); Cernd (1); Cedruid1 (1),112,9249,No
JIM.DLG,6,2,Jim (4); Bcernd (2),14184,14189,No
KARAN1.DLG,6,3,Cefaldor (2); Karan1 (2); Bviconi (2),9714,20643,Yes
KPFARM04.DLG,6,1,Kpfarm04 (6),40584,40614,No
KPSOLD02.DLG,6,1,Kpsold02 (6),39879,39884,No
KRUMM.DLG,6,2,Bnalia (4); Byoshim (2),712,5054,No
LANDLORD.DLG,6,1,Landlord (6),14701,14712,No
LESTER.DLG,6,1,Lester (6),26533,26557,No
MIRIAN.DLG,6,2,Mirian (5); Boy1 (1),14968,15726,No
MTOB5.DLG,6,4,Banomen (2); Anomen (2); Mtob5 (1); Bedwin (1),8348,9177,No
OBSDEM01.DLG,6,1,Obsdem01 (6),33145,33152,No
OHBBANNO.DLG,6,1,Ohbbanno (6),90425,100612,No
OHBLAMP1.DLG,6,1,Ohblamp1 (6),91940,92825,No
OHBMESSE.DLG,6,1,Ohbmesse (6),90491,90510,No
OHBSDWM.DLG,6,2,Ohbsdwm (5); Ohbgezzt (1),91944,96008,Yes
OHDKRYLL.DLG,6,1,Ohdkryll (6),99056,99061,No
OHDPPLAN.DLG,6,1,Ohdpplan (6),89845,92215,Yes
OHNDENNA.DLG,6,1,Ohndenna (6),93080,93773,Yes
OHRHOJAR.DLG,6,1,Ohrhojar (6),81668,81745,Yes
PALERN.DLG,6,1,Palern (6),35133,35142,No
PARDA1.DLG,6,3,Dshop02 (3); Bviconi (2); Parda1 (1),9708,20641,Yes
PIRFSH01.DLG,6,1,Pirfsh01 (6),48094,48099,No
PIRPRV01.DLG,6,2,Eleprv01 (5); Pirprv01 (1),48277,61290,No
PNASHK.DLG,6,4,Nalia (2); Pnashk (2); Edwin (1); Banomen (1),357,9114,No
PPDUEL1.DLG,6,1,Ppduel1 (6),46066,46106,No
PPDUEL2.DLG,6,1,Ppduel2 (6),46067,46105,No
PPGUARD.DLG,6,1,Ppguard (6),46164,46169,No
PPSAIL02.DLG,6,1,Ppsail02 (6),58617,58625,No
QUINN.DLG,6,1,Quinn (6),15118,15125,No
RANCE.DLG,6,2,Bviconi (5); Rance (1),10538,10593,Yes
RUFPAL1.DLG,6,1,Rufpal1 (6),16402,16414,No
RUFPAL2.DLG,6,1,Rufpal2 (6),16404,16415,No
SAFANJ.DLG,6,3,Escort1 (2); Delon (2); Safanj (2),16652,16777,No
SAFANP.DLG,6,1,Safanp (6),15870,15878,No
SARBHA02.DLG,6,1,Sarbha02 (6),65812,65817,No
SARVAM01.DLG,6,1,Sarvam01 (6),71587,71596,No
SBSLUM01.DLG,6,1,Sbslum01 (6),23645,23657,No
SBSLUM02.DLG,6,1,Sbslum02 (6),23658,23663,No
SENGUA02.DLG,6,1,Sengua02 (6),67448,67463,No
SENLICH.DLG,6,1,Senlich (6),67547,67552,No
SEVPAT03.DLG,6,1,Sevpat03 (6),47432,47476,No
SHARTP.DLG,6,1,Shartp (6),15856,15862,No
SHEP.DLG,6,1,Llarsh (6),19125,19131,No
SHOPGE.DLG,6,2,Mtown2 (5); Mtown3 (1),14135,14142,No
SHUGPR01.DLG,6,1,Shugpr01 (6),67271,67276,No
SLAMNG01.DLG,6,2,Forthe (3); Slamng01 (3),19760,19797,No
SLAVE3.DLG,6,3,Slave3 (4); Garren (1); Keldorn (1),4416,9079,No
SLSLAVE.DLG,6,2,Forthe (4); Slslave (2),19751,19778,No
SUSUNEER.DLG,6,1,Susuneer (6),57742,57747,No
TEST2.DLG,6,2,Bviconi (5); Test2 (1),8845,8850,Yes
THIEF4.DLG,6,1,Thief4 (6),21667,21672,No
THIEF8.DLG,6,1,Thief8 (6),21774,21780,No
TIPIAN.DLG,6,3,Lavok (3); Tipian (2); Hervo (1),18735,18745,No
TOADY.DLG,6,1,Toady (6),29565,29587,No
TOLGER2.DLG,6,1,Tolger2 (6),39663,61300,No
TRCAR02.DLG,6,1,Trcar02 (6),47040,47045,No
TREVIL03.DLG,6,1,Trevil03 (6),50918,51015,No
TRFUED02.DLG,6,1,Trfued02 (6),43857,61441,No
TRFUED06.DLG,6,1,Trfued06 (6),43866,61442,No
TRKID02.DLG,6,1,Trkid02 (6),44436,44441,No
UDCOM01.DLG,6,1,Udcom01 (6),52892,52897,No
UDCOM02.DLG,6,1,Udcom02 (6),52898,52903,No
UDDROW05.DLG,6,1,Uddrow05 (6),52505,52510,No
UDDROW27.DLG,6,1,Uddrow27 (6),52851,52859,No
UDDROW28.DLG,6,1,Uddrow28 (6),52860,52865,No
UDDROW32.DLG,6,1,Uddrow27 (6),52851,52859,No
UDDROW33.DLG,6,1,Uddrow28 (6),52860,52865,No
UDTRAP04.DLG,6,1,Udtrap04 (6),50607,50615,No
WCUST02.DLG,6,1,Wcust02 (6),28804,28826,No
WENCH1.DLG,6,1,Wench1 (6),15352,15361,No
WENRIC.DLG,6,1,Trainer1 (6),14922,14929,No
WHELP.DLG,6,2,Whelp (5); Aataqah (1),18610,18631,No
AELOTUS.DLG,5,1,Aelotus (5),42948,42956,No
AEWERE6.DLG,5,1,Aewere6 (5),41020,41053,No
ALVAHE.DLG,5,1,Alvahe (5),2074,16192,No
AMCST02.DLG,5,1,Amcst02 (5),67132,73784,No
AMCUST01.DLG,5,1,Amcust01 (5),58883,58887,No
AMMAG01.DLG,5,1,Ammag01 (5),66678,66683,No
AMMERC04.DLG,5,1,Ammerc04 (5),66805,66869,No
AMWENC01.DLG,5,1,Amwenc01 (5),67119,73966,No
ANDARS.DLG,5,1,Andars (5),18749,18756,No
ARDROU.DLG,5,1,Ardrou (5),15515,15519,No
ARNMAN07.DLG,5,1,Arnman07 (5),39099,61161,No
ARNMAN08.DLG,5,1,Arnman08 (5),39127,39140,No
ARNTRA02.DLG,5,1,Arntra02 (5),39152,39162,No
BARSAIL2.DLG,5,1,Barsail2 (5),28477,28483,No
BDOCK1.DLG,5,1,Bdock1 (5),26316,57532,No
BFALDO.DLG,5,2,Bfaldo (3); Bcernd (2),14435,14439,No
BHGHOUL4.DLG,5,1,Bhghoul4 (5),23293,23309,No
BILLIA.DLG,5,1,Billia (5),20552,20567,No
BOYBA1.DLG,5,2,Boyba1 (4); Bjaheir (1),8822,8944,No
BOYBA3.DLG,5,1,Boyba3 (5),8829,8946,No
BSAILOR3.DLG,5,1,Bsailor3 (5),25715,25720,No
C6SAFA.DLG,5,1,C6Safa (5),53601,53646,No
CAMITIS.DLG,5,1,Camitis (5),26624,37844,No
CEFALD04.DLG,5,1,Cefald04 (5),51016,51020,No
CHAIN.DLG,5,1,Chain (5),62139,62143,No
CHILDULG.DLG,5,1,Childulg (5),21305,21310,No
CHOLGA.DLG,5,1,Cholga (5),18527,18535,No
CHORE.DLG,5,1,Chore (5),36567,36574,No
CIVAMNG1.DLG,5,1,Civamng1 (5),29692,29696,No
