Speaker,DLGFile,Chapter,Priority,Notes
Ichary,JADERMIN.DLG,Unassigned,3,
Ichary,JAHEIRAJ.DLG,Unassigned,3,
Idiotp,IDIOTP.DLG,Unassigned,3,
Idjinni,IDJINNI.DLG,Unassigned,3,
Idjinni,LAOLA.DLG,Unassigned,3,
Idjinni,MTOWBEZ.DLG,Unassigned,3,
Idjinni,SHVERT.DLG,Unassigned,3,
Idjinni,WINSKI.DLG,Unassigned,3,
Idryad1,IDRYAD1.DLG,Unassigned,3,
Idryad1,KEVIN.DLG,Unassigned,3,
Idryad1,MTOWNAZ.DLG,Unassigned,3,
Idryad1,OOGIEW.DLG,Unassigned,3,
Idryad1,RALEO.DLG,Unassigned,3,
Idryad2,IDRYAD2.DLG,Unassigned,3,
Idryad2,KEVIN.DLG,Unassigned,3,
Idryad2,MTOWNAZ.DLG,Unassigned,3,
Idryad2,OOGIEW.DLG,Unassigned,3,
Idryad3,IDRYAD3.DLG,Unassigned,3,
Idryad3,MTOWBEZ.DLG,Unassigned,3,
Idryad3,OOGIEW.DLG,Unassigned,3,
Idryad3,RALEO.DLG,Unassigned,3,
Idryad3,REPMAN.DLG,Unassigned,3,
Idryad3,SPENGIL.DLG,Unassigned,3,
Idryad3,YAGO.DLG,Unassigned,3,
Ignati,IGNATI.DLG,Unassigned,3,
Ignati,JAGALVAR.DLG,Unassigned,3,
Ignati,JAHEIRAJ.DLG,Unassigned,3,
Ignati,JAYES.DLG,Unassigned,3,
Ignati,OHRALOR2.DLG,Unassigned,3,
Ignati,SPHURG.DLG,Unassigned,3,
Igolem1,IGOLEM1.DLG,Unassigned,3,
Igolem1,IZEFIA.DLG,Unassigned,3,
Igolem1,JENKAL.DLG,Unassigned,3,
Igolem2,IGOLEM2.DLG,Unassigned,3,
Igolem2,IZEFIA.DLG,Unassigned,3,
Igolem2,TAKIYAH.DLG,Unassigned,3,
Igolfle1,IGOLFLE1.DLG,Unassigned,3,
Igolfle2,IGOLFLE2.DLG,Unassigned,3,
Igolfle4,IGOLFLE4.DLG,Unassigned,3,
Ilbegg01,ILBEGG01.DLG,Unassigned,3,
Illasera,ILLASERA.DLG,Unassigned,3,
Ilman01,ILMAN01.DLG,Unassigned,3,
Ilyich,ILYICH.DLG,Chapter 1 - Irenicus Dungeon,1,Duergar leader guarding the exit
Ilyich,NARCIL.DLG,Unassigned,3,
Imnbook1,IMNBOOK1.DLG,Unassigned,3,
Imoemj,IMOEMJ.DLG,Unassigned,3,
Imoemj,IMOENJ.DLG,Unassigned,3,
Imoen,IMOENJ.DLG,Chapter 1 - Irenicus Dungeon,1,Free Imoen from her cell
Imoen10,IMOEN10.DLG,Unassigned,3,
Imoen10,SHVERT.DLG,Unassigned,3,
Imoen2,IMOEN2.DLG,Unassigned,3,
Imoen25A,IMOEN25A.DLG,Unassigned,3,
Imoen25J,IMOEN25J.DLG,Unassigned,3,
Imoen25J,IMOEN2J.DLG,Unassigned,3,
Imoen25J,NEERA25J.DLG,Unassigned,3,
Imoen25J,VICON25J.DLG,Unassigned,3,
Imoen25P,IMOEN25P.DLG,Unassigned,3,
Imoen2J,IMOEN2J.DLG,Unassigned,3,
Imoen2P,IMOEN2P.DLG,Unassigned,3,
Imoenp,IMOENP.DLG,Unassigned,3,
Imrae,IMRAE.DLG,Unassigned,3,
Inspect,INSPECT.DLG,Unassigned,3,
Irethf01,IRETHF01.DLG,Unassigned,3,
Irethf02,IRETHF02.DLG,Unassigned,3,
Irethf03,IRETHF03.DLG,Unassigned,3,
Iron11,IRON11.DLG,Unassigned,3,
Iron11,LEONA.DLG,Unassigned,3,
Iron12,IRON12.DLG,Unassigned,3,
Iron12,KELDORJ.DLG,Unassigned,3,
Iron13,IRON13.DLG,Unassigned,3,
Iron13,LIFE2.DLG,Unassigned,3,
Iron13,VESPER.DLG,Unassigned,3,
Iron14,IRON14.DLG,Unassigned,3,
Iron14,KELDORJ.DLG,Unassigned,3,
Iron3,IRON3.DLG,Unassigned,3,
Iron3,JAHEIRA.DLG,Unassigned,3,
Iron4,IRON4.DLG,Unassigned,3,
Iron5,IRON5.DLG,Unassigned,3,
Iron6,IRON6.DLG,Unassigned,3,
Iron7,IRON7.DLG,Unassigned,3,
Iron7,KELDORJ.DLG,Unassigned,3,
Iron7,YOSHIMO.DLG,Unassigned,3,
Iron8,IRON8.DLG,Unassigned,3,
Iron8,YOSHIMO.DLG,Unassigned,3,
Iron9,IRON9.DLG,Unassigned,3,
Iron9,YOSHIMO.DLG,Unassigned,3,
Irongu,IRONGU.DLG,Unassigned,3,
Irongu,KELDORJ.DLG,Unassigned,3,
Ironho,IRONHO.DLG,Unassigned,3,
Ironho,PEONY.DLG,Unassigned,3,
Ironm2,IRONM2.DLG,Unassigned,3,
Ironm2,PEONY.DLG,Unassigned,3,
Isaea,ISAEA.DLG,Unassigned,3,
Ishadmt1,ISHADMT1.DLG,Unassigned,3,
Ithtyl,ITHTYL.DLG,Unassigned,3,
Ithtyl,KELDOR.DLG,Unassigned,3,
Izefia,IZEFIA.DLG,Unassigned,3,
Izefia,KELDORP.DLG,Unassigned,3,
Jadermin,JADERMIN.DLG,Unassigned,3,
Jadermin,JENKAL.DLG,Unassigned,3,
Jadermin,NOOBER.DLG,Unassigned,3,
Jadermin,TELANO.DLG,Unassigned,3,
Jael01,JAEL01.DLG,Unassigned,3,
Jaella2,JAELLA2.DLG,Unassigned,3,
Jaertof,JAERTOF.DLG,Unassigned,3,
Jaertof,KENT.DLG,Unassigned,3,
Jaertof,REEVOR3.DLG,Unassigned,3,
Jaertof,WARNER.DLG,Unassigned,3,
Jaertof,WINTHR3.DLG,Unassigned,3,
Jagalvar,JAGALVAR.DLG,Unassigned,3,
Jagalvar,KIVANJ.DLG,Unassigned,3,
Jagalvar,KRYSTI.DLG,Unassigned,3,
Jagalvar,MONTAJ.DLG,Unassigned,3,
Jagalvar,SIRLOT.DLG,Unassigned,3,
Jagalvar,SLYTHE.DLG,Unassigned,3,
Jagalvar,WINTHR2.DLG,Unassigned,3,
Jahaboam,JAHABOAM.DLG,Unassigned,3,
Jahei25A,JAHEI25A.DLG,Unassigned,3,
Jahei25J,JAHEI25J.DLG,Unassigned,3,
Jahei25J,JAHEIRAJ.DLG,Unassigned,3,
Jahei25P,JAHEI25P.DLG,Unassigned,3,
Jaheira,JAHEIRA.DLG,Unassigned,3,
Jaheira,JAHEIRAJ.DLG,Chapter 1 - Irenicus Dungeon,1,Free Jaheira and Khalid reveal
Jaheira,KESHEE.DLG,Unassigned,3,
Jaheira,LAUDEN.DLG,Unassigned,3,
Jaheira,MTOWBEZ.DLG,Unassigned,3,
Jaheira,MTOWNAZ.DLG,Unassigned,3,
Jaheira,NOOBER.DLG,Unassigned,3,
Jaheira,PALLON.DLG,Unassigned,3,
Jaheira,R101.DLG,Unassigned,3,
Jaheira,SILVGU.DLG,Unassigned,3,
Jaheira,SIRLOT.DLG,Unassigned,3,
Jaheira,SKIEP.DLG,Unassigned,3,
Jaheira,SORREL.DLG,Unassigned,3,
Jaheira,SSUNGU.DLG,Unassigned,3,
Jaheira,SURREY.DLG,Unassigned,3,
Jaheira,TAMOKO3.DLG,Unassigned,3,
Jaheira,TARNES.DLG,Unassigned,3,
Jaheira,TELANO.DLG,Unassigned,3,
Jaheira,TELLAN.DLG,Unassigned,3,
Jaheira,TERSUS.DLG,Unassigned,3,
Jaheira,TRIADO.DLG,Unassigned,3,
Jaheira,VITIAR.DLG,Unassigned,3,
Jaheira,WARNER.DLG,Unassigned,3,
Jaheira,XZAR.DLG,Unassigned,3,
Jaheira,YESLIC.DLG,Unassigned,3,
Jaheirap,JAHEIRAP.DLG,Unassigned,3,
Jaheirap,KERRAC.DLG,Unassigned,3,
Jaheirap,LASKAL.DLG,Unassigned,3,
Jaheirap,MTOWBA.DLG,Unassigned,3,
Jaheirap,MTOWBEZ.DLG,Unassigned,3,
Jaheirap,MTOWNAZ.DLG,Unassigned,3,
Jaheirap,MULTIG.DLG,Unassigned,3,
Jaheirap,NIKOLA.DLG,Unassigned,3,
Jaheirap,OLIVIA.DLG,Unassigned,3,
Jaheirap,PHAERS.DLG,Unassigned,3,
Jaheirap,PRIILM.DLG,Unassigned,3,
Jaheirap,PRIOBG.DLG,Unassigned,3,
Jaheirap,SKIEP.DLG,Unassigned,3,
Jaheirap,SURREY.DLG,Unassigned,3,
Jamerona,JAMERONA.DLG,Unassigned,3,
Jamerona,JAMERONI.DLG,Unassigned,3,
Jamie,JAMIE.DLG,Unassigned,3,
Jamie,LAVOK.DLG,Unassigned,3,
Jan,JAN.DLG,Unassigned,3,
Jan2,JAN2.DLG,Unassigned,3,
Jan2,JANP.DLG,Unassigned,3,
Jan25A,JAN25A.DLG,Unassigned,3,
Jan25J,JAN25J.DLG,Unassigned,3,
Jan25J,JANJ.DLG,Unassigned,3,
Jan25P,JAN25P.DLG,Unassigned,3,
Jangit01,JANGIT01.DLG,Unassigned,3,
Jangit02,JANGIT02.DLG,Unassigned,3,
Janj,JANJ.DLG,Unassigned,3,
Janj,RINNIE.DLG,Unassigned,3,
Janp,JANP.DLG,Unassigned,3,
Jardak,JARDAK.DLG,Unassigned,3,
Jardak,KALAH2.DLG,Unassigned,3,
Jarevia,JAREVIA.DLG,Unassigned,3,
Jarevia,JASE.DLG,Unassigned,3,
Jarevia,MTOWNAZ.DLG,Unassigned,3,
Jarevia,SHELLI.DLG,Unassigned,3,
Jarevia,TARNES.DLG,Unassigned,3,
Jarlaxle,JARLAXLE.DLG,Unassigned,3,
Jarlich,JARLICH.DLG,Unassigned,3,
Jase,JASE.DLG,Unassigned,3,
Jase,VALYGAR.DLG,Unassigned,3,
Jatermin,JATERMIN.DLG,Unassigned,3,
Jatermin,KESHEE.DLG,Unassigned,3,
Jatermin,LARRIA.DLG,Unassigned,3,
Jatermin,SAILJOS.DLG,Unassigned,3,
Jatermin,SAILNED.DLG,Unassigned,3,
Jayes,JAYES.DLG,Unassigned,3,
Jayes,SIRLOT.DLG,Unassigned,3,
Jaylos,JAYLOS.DLG,Unassigned,3,
Jenkal,JENKAL.DLG,Unassigned,3,
Jenkal,MADEEN.DLG,Unassigned,3,
Jim,JIM.DLG,Unassigned,3,
Jim,MTOWN3.DLG,Unassigned,3,
Jim,SLUMM2.DLG,Unassigned,3,
Jim,SLUMM4.DLG,Unassigned,3,
Jugcol01,JUGCOL01.DLG,Unassigned,3,
Jugdar01,JUGDAR01.DLG,Unassigned,3,
Jugjer01,JUGJER01.DLG,Unassigned,3,
Jugjug01,JUGJUG01.DLG,Unassigned,3,
Kaella,KAELLA.DLG,Unassigned,3,
Kaella,SETHLE.DLG,Unassigned,3,
Kagaip,KAGAIP.DLG,Unassigned,3,
Kagaip,SHOP01.DLG,Unassigned,3,
Kagaip,SHOP1.DLG,Unassigned,3,
Kalah2,KALAH2.DLG,Unassigned,3,
Kalah2,KERRAC.DLG,Unassigned,3,
Kalah2,NIKOLA.DLG,Unassigned,3,
Kalah2,OCELLI.DLG,Unassigned,3,
Kalah2,TICK.DLG,Unassigned,3,
Kalwrk01,KALWRK01.DLG,Unassigned,3,
Kamir,KAMIR.DLG,Unassigned,3,
Karan,KARAN.DLG,Unassigned,3,
Karan,LIFE2.DLG,Unassigned,3,
Karan1,KARAN1.DLG,Unassigned,3,
Karan1,KELDORJ.DLG,Unassigned,3,
Karlat,KARLAT.DLG,Unassigned,3,
Karlat,VALYGAR.DLG,Unassigned,3,
Karp,KARP.DLG,Unassigned,3,
Kayl1,KAYL1.DLG,Unassigned,3,
Kayl1,SMITH.DLG,Unassigned,3,
Kayl2,KAYL2.DLG,Unassigned,3,
Kaypal01,KAYPAL01.DLG,Unassigned,3,
Kaypal02,KAYPAL02.DLG,Unassigned,3,
Kaypal03,KAYPAL03.DLG,Unassigned,3,
Kaysmg01,KAYSMG01.DLG,Unassigned,3,
Keeper,KEEPER.DLG,Unassigned,3,
Keeper,RAELIS.DLG,Unassigned,3,
Keeper,TORGAL.DLG,Unassigned,3,
Keldo25A,KELDO25A.DLG,Unassigned,3,
Keldo25J,KELDO25J.DLG,Unassigned,3,
Keldo25J,KELDORJ.DLG,Unassigned,3,
Keldo25P,KELDO25P.DLG,Unassigned,3,
Keldor,KELDOR.DLG,Unassigned,3,
Keldor,MCOOK6.DLG,Unassigned,3,
Keldor,MTOB6.DLG,Unassigned,3,
Keldor,NOBL14.DLG,Unassigned,3,
Keldor,PROST4.DLG,Unassigned,3,
Keldor,PROST5.DLG,Unassigned,3,
Keldor,PROST7.DLG,Unassigned,3,
Keldor,PROST8.DLG,Unassigned,3,
Keldor,SEWERC.DLG,Unassigned,3,
Keldor,VOLO.DLG,Unassigned,3,
Keldorn,KELDORJ.DLG,Unassigned,3,
Keldorn,MTOB10.DLG,Unassigned,3,
Keldorn,MTOB4.DLG,Unassigned,3,
Keldorn,MTOB8.DLG,Unassigned,3,
Keldorn,NILA.DLG,Unassigned,3,
Keldorn,NOBL14.DLG,Unassigned,3,
Keldorn,NOBL2.DLG,Unassigned,3,
Keldorn,NOBL7.DLG,Unassigned,3,
Keldorn,NOBWBAS.DLG,Unassigned,3,
Keldorn,NOBWBAZ.DLG,Unassigned,3,
Keldorn,OGRED.DLG,Unassigned,3,
Keldorn,PROST8.DLG,Unassigned,3,
Keldorn,REVEN2.DLG,Unassigned,3,
Keldorn,SILVGU.DLG,Unassigned,3,
Keldorn,SLAVE3.DLG,Unassigned,3,
Keldorn,SLAVE5.DLG,Unassigned,3,
Keldorn,SLAVE6.DLG,Unassigned,3,
Keldorn,SLAVLEAD.DLG,Unassigned,3,
Keldorn,VOICE.DLG,Unassigned,3,
Keldorn,WARRID.DLG,Unassigned,3,
Keldorn,WHITKD.DLG,Unassigned,3,
Keldorp,KELDORP.DLG,Unassigned,3,
Keldorp,TAKIYAH.DLG,Unassigned,3,
Keldorp,WINSKI.DLG,Unassigned,3,
Keldorp,ZEKE.DLG,Unassigned,3,
Keshee,KESHEE.DLG,Unassigned,3,
Keshee,MUGGER4.DLG,Unassigned,3,
Keshee,SLVIC01.DLG,Unassigned,3,
Kftown01,KFTOWN01.DLG,Unassigned,3,
Kftown01,STONE.DLG,Unassigned,3,
Kftown01,TERSUS.DLG,Unassigned,3,
Kftown02,KFTOWN02.DLG,Unassigned,3,
Khellor,KHELLOR.DLG,Unassigned,3,
Kindai,KINDAI.DLG,Unassigned,3,
Kivan,KIVAN.DLG,Unassigned,3,
Kivan,NALIA.DLG,Unassigned,3,
Kivan,NALIAMES.DLG,Unassigned,3,
Kivanp,KIVANP.DLG,Unassigned,3,
Knight,KNIGHT.DLG,Unassigned,3,
Knightsk,KNIGHTSK.DLG,Unassigned,3,
Knightsk,LIFE2.DLG,Unassigned,3,
Korax,KORAX.DLG,Unassigned,3,
Korcrazy,KORCRAZY.DLG,Unassigned,3,
Korga25A,KORGA25A.DLG,Unassigned,3,
Korga25J,KORGA25J.DLG,Unassigned,3,
Korga25J,KORGANJ.DLG,Unassigned,3,
Korga25P,KORGA25P.DLG,Unassigned,3,
Korgan,KORGANJ.DLG,Unassigned,3,
Korgan,TESTCH.DLG,Unassigned,3,
Korgan,THIEFG.DLG,Unassigned,3,
Korgana,KORGANA.DLG,Unassigned,3,
Korgana,MALKAL.DLG,Unassigned,3,
Korgana,MTOWBA.DLG,Unassigned,3,
Korganf,KORGANF.DLG,Unassigned,3,
Korganf,KORGANP.DLG,Unassigned,3,
Korganp,KORGANP.DLG,Unassigned,3,
Korpim,KORPIM.DLG,Unassigned,3,
Korpimg1,KORPIMG1.DLG,Unassigned,3,
Korscroo,KORSCROO.DLG,Unassigned,3,
Korshag,KORSHAG.DLG,Unassigned,3,
Kpbutl01,KPBUTL01.DLG,Unassigned,3,
Kpcapt01,KPCAPT01.DLG,Unassigned,3,
Kpcapt02,KPCAPT02.DLG,Unassigned,3,
Kpcapt03,KPCAPT03.DLG,Unassigned,3,
Kpchap01,KPCHAP01.DLG,Unassigned,3,
Kpcook01,KPCOOK01.DLG,Unassigned,3,
Kpdomo01,KPDOMO01.DLG,Unassigned,3,
Kpfarm01,KPFARM01.DLG,Unassigned,3,
Kpfarm02,KPFARM02.DLG,Unassigned,3,
Kpfarm03,KPFARM03.DLG,Unassigned,3,
Kpfarm04,KPFARM04.DLG,Unassigned,3,
Kpgate01,KPGATE01.DLG,Unassigned,3,
Kpgate02,KPGATE02.DLG,Unassigned,3,
Kpglai01,KPGLAI01.DLG,Unassigned,3,
Kpgrd01,KPGRD01.DLG,Unassigned,3,
Kplend01,KPLEND01.DLG,Unassigned,3,
Kplend02,KPLEND02.DLG,Unassigned,3,
Kpmaid01,KPMAID01.DLG,Unassigned,3,
Kpmaid02,KPMAID02.DLG,Unassigned,3,
Kpmerc01,KPMERC01.DLG,Unassigned,3,
Kprang01,KPRANG01.DLG,Unassigned,3,
Kprang02,KPRANG02.DLG,Unassigned,3,
Kproen01,KPROEN01.DLG,Unassigned,3,
Kproen02,KPROEN02.DLG,Unassigned,3,
Kproen03,KPROEN03.DLG,Unassigned,3,
Kproen04,KPROEN04.DLG,Unassigned,3,
Kproen05,KPROEN05.DLG,Unassigned,3,
Kprunn01,KPRUNN01.DLG,Unassigned,3,
Kpserv01,KPSERV01.DLG,Unassigned,3,
Kpsham01,KPSHAM01.DLG,Unassigned,3,
Kpsold01,KPSOLD01.DLG,Unassigned,3,
Kpsold02,KPSOLD02.DLG,Unassigned,3,
Kpsold03,KPSOLD03.DLG,Unassigned,3,
Kpsold04,KPSOLD04.DLG,Unassigned,3,
Kpsold08,KPSOLD08.DLG,Unassigned,3,
Kpsold09,KPSOLD09.DLG,Unassigned,3,
Kpsold10,KPSOLD10.DLG,Unassigned,3,
Krotan,KROTAN.DLG,Unassigned,3,
Kruin,KRUIN.DLG,Unassigned,3,
Krysti,KRYSTI.DLG,Unassigned,3,
Krysti,MESSEN.DLG,Unassigned,3,
Kslave01,KSLAVE01.DLG,Unassigned,3,
Kslave01,STONE.DLG,Unassigned,3,
Kylie1,KYLIE1.DLG,Unassigned,3,
Kylie1,PANGWA.DLG,Unassigned,3,
Landlord,LANDLORD.DLG,Unassigned,3,
Lantan,LANTAN.DLG,Unassigned,3,
Lantan,LLARSH.DLG,Unassigned,3,
Lantan,RANGER1.DLG,Unassigned,3,
Lantan,VALRAN01.DLG,Unassigned,3,
Laola,LAOLA.DLG,Unassigned,3,
Laola,SLAVER4.DLG,Unassigned,3,
Larria,LARRIA.DLG,Unassigned,3,
Larria,LLARSH.DLG,Unassigned,3,
Laryss,LARYSS.DLG,Unassigned,3,
Laryss,TOLGER.DLG,Unassigned,3,
Larze,LARZE.DLG,Unassigned,3,
Larze,MADEEN.DLG,Unassigned,3,
Lassal,LASSAL.DLG,Unassigned,3,
Lassal02,LASSAL02.DLG,Unassigned,3,
Latkni01,LATKNI01.DLG,Unassigned,3,
Latlara,LATLARA.DLG,Unassigned,3,
Laune,LAUNE.DLG,Unassigned,3,
Lavok,LAVOK.DLG,Unassigned,3,
Lavok,LESTOR.DLG,Unassigned,3,
Lavok,NADARI.DLG,Unassigned,3,
Lavok,NOSFER.DLG,Unassigned,3,
Lavok,TIPIAN.DLG,Unassigned,3,
Lavok,ZORDRAL.DLG,Unassigned,3,
Leaggu,LEAGGU.DLG,Unassigned,3,
Leaggu,SASSAR.DLG,Unassigned,3,
Lehtin,LEHTIN.DLG,Unassigned,3,
Lehtin,SKIEP.DLG,Unassigned,3,
Lenore,LENORE.DLG,Unassigned,3,
Leona,LEONA.DLG,Unassigned,3,
Leona,VOICE.DLG,Unassigned,3,
Lesley,LESLEY.DLG,Unassigned,3,
Lester,LESTER.DLG,Unassigned,3,
Lestor,LESTOR.DLG,Unassigned,3,
Life1,LIFE1.DLG,Unassigned,3,
Life1,SANADAL.DLG,Unassigned,3,
Life2,LIFE2.DLG,Unassigned,3,
Life2,OGRELEAD.DLG,Unassigned,3,
Life3,LIFE3.DLG,Unassigned,3,
Life4,LIFE4.DLG,Unassigned,3,
Lin,LIN.DLG,Unassigned,3,
Lissa,LISSA.DLG,Unassigned,3,
Llarsh,LLARSH.DLG,Unassigned,3,
Llarsh,NORTUA.DLG,Unassigned,3,
Llarsh,SHEP.DLG,Unassigned,3,
Llarsh,TARTUS.DLG,Unassigned,3,
Llarsh,VIVIEN.DLG,Unassigned,3,
Llinde,LLINDE.DLG,Unassigned,3,
Llinde,NOBLEM2.DLG,Unassigned,3,
Llinde,NOBLEW1.DLG,Unassigned,3,
Llynis,LLYNIS.DLG,Unassigned,3,
Lobar,LOBAR.DLG,Unassigned,3,
Lobar,QUAYLE.DLG,Unassigned,3,
Lout,LOUT.DLG,Unassigned,3,
Loutcapt,LOUTCAPT.DLG,Unassigned,3,
Loutm01,LOUTM01.DLG,Unassigned,3,
Loutm02,LOUTM02.DLG,Unassigned,3,
Loutm03,LOUTM03.DLG,Unassigned,3,
Loveone1,LOVEONE1.DLG,Unassigned,3,
Loveone2,LOVEONE2.DLG,Unassigned,3,
Loveone3,LOVEONE3.DLG,Unassigned,3,
Loveone4,LOVEONE4.DLG,Unassigned,3,
Lowlgu,LOWLGU.DLG,Unassigned,3,
Lowlgu,TERRECE.DLG,Unassigned,3,
Ltalos,LTALOS.DLG,Unassigned,3,
Lucy,LUCY.DLG,Unassigned,3,
Lusette,LUSETTE.DLG,Unassigned,3,
Lussel,LUSSEL.DLG,Unassigned,3,
Lussel,SHOP01.DLG,Unassigned,3,
Lussel,SHOP1.DLG,Unassigned,3,
Lyros,LYROS.DLG,Unassigned,3,
Lyros,MENDA3.DLG,Unassigned,3,
Madam,MADAM.DLG,Unassigned,3,
Madam,XZARJ.DLG,Unassigned,3,
Madeen,MADEEN.DLG,Unassigned,3,
Maeguy01,MAEGUY01.DLG,Unassigned,3,
Maevar,MAEVAR.DLG,Unassigned,3,
Maevar,SHANDAL.DLG,Unassigned,3,
Maevar,THEREL.DLG,Unassigned,3,
Mage1,MAGE1.DLG,Unassigned,3,
Mage2,MAGE2.DLG,Unassigned,3,
Mairyn,MAIRYN.DLG,Unassigned,3,
Majan,MAJAN.DLG,Unassigned,3,
Malkal,MALKAL.DLG,Unassigned,3,
Malkal,MINSCJ.DLG,Unassigned,3,
Malkal,PROPHET1.DLG,Unassigned,3,
Malkal,Z.DLG,Unassigned,3,
Malla01,MALLA01.DLG,Unassigned,3,
Marcus,MARCUS.DLG,Unassigned,3,
Maria,MARIA.DLG,Unassigned,3,
Maria,SLAVLEAD.DLG,Unassigned,3,
Maria,VOICE.DLG,Unassigned,3,
Marlowe,MARLOWE.DLG,Unassigned,3,
Marvin,MARVIN.DLG,Unassigned,3,
Mazzy,MAZZY.DLG,Unassigned,3,
Mazzy1,MAZZY.DLG,Unassigned,3,
Mazzy1,MAZZY1.DLG,Unassigned,3,
Mazzy2,MAZZY2.DLG,Unassigned,3,
Mazzy2,MAZZYP2.DLG,Unassigned,3,
Mazzy2,XXXXXXX.DLG,Unassigned,3,
Mazzy25A,MAZZY25A.DLG,Unassigned,3,
Mazzy25J,MAZZY25J.DLG,Unassigned,3,
Mazzy25J,MAZZYJ.DLG,Unassigned,3,
Mazzy25P,MAZZY25P.DLG,Unassigned,3,
Mazzy3,MAZZY3.DLG,Unassigned,3,
Mazzy3,MAZZYJ.DLG,Unassigned,3,
Mazzy4,MAZZY4.DLG,Unassigned,3,
Mazzy4,MAZZYP.DLG,Unassigned,3,
Mazzy5,MAZZY5.DLG,Unassigned,3,
Mazzy5,MAZZYJ.DLG,Unassigned,3,
Mazzy5,OHRCUDDY.DLG,Unassigned,3,
Mazzy6,MAZZY6.DLG,Unassigned,3,
Mazzy6,MAZZYJ.DLG,Unassigned,3,
Mazzyj,MAZZYJ.DLG,Unassigned,3,
Mazzyp,MAZZYP.DLG,Unassigned,3,
Mcook,MCOOK.DLG,Unassigned,3,
Mcook2,MCOOK2.DLG,Unassigned,3,
Mcook3,MCOOK3.DLG,Unassigned,3,
Mcook4,MCOOK4.DLG,Unassigned,3,
Mcook4,VICONI.DLG,Unassigned,3,
Mcook5,MCOOK5.DLG,Unassigned,3,
Mcook6,MCOOK6.DLG,Unassigned,3,
Meiala,MEIALA.DLG,Unassigned,3,
Meiala,SPECH3.DLG,Unassigned,3,
Meilum,MEILUM.DLG,Unassigned,3,
Mekimp01,MEKIMP01.DLG,Unassigned,3,
Mekrat,MEKRAT.DLG,Unassigned,3,
Meliss01,MELISS01.DLG,Unassigned,3,
Memnis,MEMNIS.DLG,Unassigned,3,
Memnis,SASSAR.DLG,Unassigned,3,
Memnis,WOLFW1.DLG,Unassigned,3,
Menda2,MENDA2.DLG,Unassigned,3,
Menda2,SASSAR.DLG,Unassigned,3,
Menda3,MENDA3.DLG,Unassigned,3,
Merchant,MERCHANT.DLG,Unassigned,3,
Merchg,MERCHG.DLG,Unassigned,3,
Meronia,MERONIA.DLG,Unassigned,3,
Meronia,RIGGILO.DLG,Unassigned,3,
Messen,MESSEN.DLG,Unassigned,3,
Messen,R158.DLG,Unassigned,3,
Messen,SIRLOT.DLG,Unassigned,3,
Messen,SLYTHE.DLG,Unassigned,3,
Mgappr01,MGAPPR01.DLG,Unassigned,3,
Mgappr02,MGAPPR02.DLG,Unassigned,3,
Mgappr03,MGAPPR03.DLG,Unassigned,3,
Mgass01,MGASS01.DLG,Unassigned,3,
Mgbill01,MGBILL01.DLG,Unassigned,3,
Mgket01,MGKET01.DLG,Unassigned,3,
Mgkhol01,MGKHOL01.DLG,Unassigned,3,
Mgteos01,MGTEOS01.DLG,Unassigned,3,
Mick,MICK.DLG,Unassigned,3,
Mick,VALYGAR.DLG,Unassigned,3,
Minec3,MINEC3.DLG,Unassigned,3,
Minec4,MINEC4.DLG,Unassigned,3,
Minec5,MINEC5.DLG,Unassigned,3,
Minerc,MINERC.DLG,Unassigned,3,
Minsc,MINSCJ.DLG,Chapter 1 - Irenicus Dungeon,1,Free Minsc and Boo from the prison cell
Minsc,NIKLOS.DLG,Unassigned,3,
Minsc,OHDDOOR1.DLG,Unassigned,3,
Minsc,POGHM2.DLG,Unassigned,3,
Minsc,YESLIP.DLG,Unassigned,3,
Minsc25A,MINSC25A.DLG,Unassigned,3,
Minsc25J,MINSC25J.DLG,Unassigned,3,
Minsc25J,MINSCJ.DLG,Unassigned,3,
Minsc25P,MINSC25P.DLG,Unassigned,3,
Minsca,MINSCA.DLG,Unassigned,3,
Minscp,MINSCP.DLG,Unassigned,3,
Minscp,STONEDL.DLG,Unassigned,3,
Mirian,MIRIAN.DLG,Unassigned,3,
Mirian,NOBLEM1.DLG,Unassigned,3,
Mirian,SHOP01.DLG,Unassigned,3,
Mirian,SHOP1.DLG,Unassigned,3,
Mirror,MIRROR.DLG,Unassigned,3,
Mirror,PACE.DLG,Unassigned,3,
Monken,MONKEN.DLG,Unassigned,3,
Monken,RUFFIAN.DLG,Unassigned,3,
Montap,MONTAP.DLG,Unassigned,3,
Montap,SHOP06.DLG,Unassigned,3,
Montap,SHOP6.DLG,Unassigned,3,
Montar,MONTAR.DLG,Unassigned,3,
Montar,SHOP01.DLG,Unassigned,3,
Montar,SHOP06.DLG,Unassigned,3,
Montar,SHOP1.DLG,Unassigned,3,
Montar,SHOP6.DLG,Unassigned,3,
Montar,TORGAL.DLG,Unassigned,3,
Mook,MOOK.DLG,Unassigned,3,
Mook02,MOOK02.DLG,Unassigned,3,
Mookft01,MOOKFT01.DLG,Unassigned,3,
Mookft02,MOOKFT02.DLG,Unassigned,3,
Moondog,MOONDOG.DLG,Unassigned,3,
Mourner1,MOURNER1.DLG,Unassigned,3,
Mourner2,MOURNER2.DLG,Unassigned,3,
Mourner3,MOURNER3.DLG,Unassigned,3,
Mourner4,MOURNER4.DLG,Unassigned,3,
